epoch,accuracy,loss,val_accuracy,val_loss
0,0.4444444477558136,1.1408061981201172,0.5,1.0022661685943604
1,0.5277777910232544,0.9464544653892517,0.75,1.0138336420059204
2,0.4027777910232544,1.0386823415756226,0.25,1.0748817920684814
3,0.7083333134651184,0.7765082120895386,0.75,0.6464102268218994
4,0.7777777910232544,0.5408371686935425,1.0,0.8693963289260864
5,0.7777777910232544,0.7075594663619995,0.0,2.399594306945801
6,0.7083333134651184,0.9889076948165894,0.75,0.43405795097351074
7,0.7083333134651184,0.5875558853149414,0.0,1.2738354206085205
8,0.875,0.3385595381259918,1.0,0.04153020679950714
9,0.6111111044883728,1.3543392419815063,0.0,1.1088013648986816
10,0.6388888955116272,0.7806850671768188,0.0,1.0637505054473877
11,0.7777777910232544,0.5754878520965576,0.75,0.8058758974075317
12,0.7083333134651184,0.46886852383613586,0.75,0.719791054725647
13,0.9166666865348816,0.2793295681476593,0.75,0.8106498122215271
14,0.9166666865348816,0.20580896735191345,1.0,0.1613190621137619
15,0.9722222089767456,0.13620994985103607,0.75,0.47441375255584717
16,0.875,0.29732248187065125,1.0,0.05319621413946152
17,0.8472222089767456,0.329712450504303,1.0,0.131815105676651
18,0.8194444179534912,0.41614022850990295,0.0,1.7359583377838135
19,0.7777777910232544,0.46776044368743896,0.75,0.6374454498291016
20,0.9583333134651184,0.3564832806587219,1.0,0.21451671421527863
21,0.9583333134651184,0.1477534919977188,1.0,0.005643023643642664
22,0.8055555820465088,0.6148545742034912,1.0,0.03600671887397766
23,0.7361111044883728,0.6720857620239258,0.25,0.9430350065231323
24,0.7361111044883728,0.5802717804908752,0.0,1.1840537786483765
25,0.7222222089767456,0.586982011795044,0.0,1.0128461122512817
26,0.8888888955116272,0.5078796148300171,0.75,0.7427197694778442
27,0.9305555820465088,0.3457275927066803,0.75,0.26628997921943665
28,0.9583333134651184,0.16188175976276398,0.75,0.7374208569526672
29,0.9583333134651184,0.14990146458148956,0.75,0.5856875777244568
30,0.9583333134651184,0.13505469262599945,0.75,0.4607117772102356
31,0.9583333134651184,0.1205141544342041,0.75,0.33077165484428406
32,0.9444444179534912,0.11655398458242416,0.0,1.9597316980361938
33,0.8888888955116272,0.2957356572151184,1.0,0.018638115376234055
34,0.9027777910232544,0.2357947826385498,0.75,0.35676145553588867
35,0.9583333134651184,0.1403956264257431,1.0,0.1493605673313141
36,0.9583333134651184,0.09678965061903,1.0,0.1578475385904312
37,0.9722222089767456,0.08716782927513123,1.0,0.055743612349033356
38,0.8333333134651184,0.8900058269500732,0.0,2.0076968669891357
39,0.625,0.8086524605751038,0.0,1.16680908203125
40,0.6111111044883728,0.7527458667755127,0.0,1.1952729225158691
41,0.7083333134651184,0.5759005546569824,0.0,1.2340975999832153
42,0.7083333134651184,0.5204272866249084,0.0,1.2092304229736328
43,0.6527777910232544,1.269126534461975,0.0,1.737413763999939
44,0.6388888955116272,0.6579301953315735,0.0,0.8998492360115051
45,0.7361111044883728,0.6092190146446228,0.0,0.8829778432846069
46,0.7083333134651184,0.5526257157325745,0.0,0.9086332321166992
47,0.7083333134651184,0.5224425792694092,0.0,0.9246228337287903
48,0.7083333134651184,0.5014844536781311,0.0,0.9534715414047241
49,0.7083333134651184,0.47306305170059204,0.0,0.9334472417831421
50,0.7222222089767456,0.4336237907409668,0.0,0.8773874044418335
51,0.6666666865348816,2.5874147415161133,1.0,0.6372151374816895
52,0.4166666567325592,1.627551555633545,1.0,0.7137924432754517
53,0.2916666567325592,1.2281521558761597,1.0,0.8054618239402771
54,0.2916666567325592,1.1890043020248413,1.0,0.843297004699707
55,0.2916666567325592,1.1569132804870605,1.0,0.8850700259208679
56,0.2916666567325592,1.1372462511062622,1.0,0.9336613416671753
57,0.2916666567325592,1.111210823059082,1.0,0.9679886102676392
58,0.2916666567325592,1.0943259000778198,1.0,0.9996943473815918
59,0.5,1.0196775197982788,0.75,0.9720228910446167
60,0.6944444179534912,0.9970027208328247,0.75,0.9342107772827148
61,0.8194444179534912,0.8098168969154358,1.0,0.7771450281143188
62,0.7916666865348816,0.4527096152305603,0.75,0.3341800570487976
63,0.6388888955116272,8.25267219543457,0.0,17.14876937866211
64,0.375,5.219480991363525,0.0,5.547251224517822
65,0.2638888955116272,1.8893582820892334,0.0,1.6040019989013672
66,0.25,1.4003325700759888,1.0,0.7023109793663025
67,0.4166666567325592,1.105239987373352,1.0,0.946226179599762
68,0.25,1.1105666160583496,0.0,1.5042803287506104
69,0.4722222089767456,1.0845751762390137,0.0,1.0723590850830078
70,0.3055555522441864,1.104794979095459,0.0,1.135890007019043
71,0.3472222089767456,1.6851766109466553,1.0,0.7429600954055786
